ifds_UserComment ,Count
PL 0522 0577 PB 0510 0565 CL , 1
PL 0522 0588 PB 0497 0572 CL , 1
PL 0530 0502 PB 0520 0503 CL , 1
PL 0530 0503 PB 0507 0321 CL , 1
PL 0530 0512 PB 0514 0503 CL , 1
PL 0530 0523 PB 0505 0504 CL , 1
PL 0530 0523 PB 0508 0528 CL , 1
PL 0530 0523 PB 0510 0500 CL , 1
PL 0530 0533 PB 0510 0471 CL , 1
PL 0530 0533 PB 0511 0498 CL , 1
PL 0530 0533 PB 0511 0515 CL , 1
PL 0530 0534 PB 0520 0533 CL , 1
PL 0530 0534 PB 0521 0537 CL , 1
PL 0530 0534 PB 0525 0530 CL , 1
PL 0530 0545 PB 0491 0527 CL , 1
PL 0530 0545 PB 0494 0530 CL , 1
PL 0530 0545 PB 0497 0549 CL , 1
PL 0530 0545 PB 0498 0531 CL , 1
PL 0530 0545 PB 0501 0535 CL , 1
PL 0530 0545 PB 0516 0540 CL , 1
PL 0530 0566 PB 0574 0636 CL , 1
PL 0531 0486 PB 0468 0448 CL , 1
PL 0531 0499 PB 0532 0497 CL , 1
PL 0531 0533 PB 0506 0488 CL , 1
PL 0535 0484 PB 0545 0515 CL , 1
PL 0538 0508 PB 0531 0500 CL , 1
PL 0538 0512 PB 0531 0514 CL , 1
PL 0538 0523 PB 0513 0525 CL , 1
PL 0538 0523 PB 0521 0515 CL , 1
PL 0538 0523 PB 0529 0526 CL , 1
PL 0538 0533 PB 0516 0462 CL , 1
PL 0538 0545 PB 0703 0647 CL , 1
PL 0540 0499 PB 0541 0489 CL , 1
PL 0541 0520 PB 0542 0522 CL , 1
PL 0542 0499 PB 0545 0500 CL , 1
PL 0542 0499 PB 0559 0420 CL , 1
PL 0542 0499 PB 0575 0459 CL , 1
PL 0542 0499 PB 0587 0447 CL , 1
PL 0542 0499 PB 0601 0406 CL , 1
PL 0542 0499 PB 0610 0437 CL , 1
PL 0542 0499 PB 0632 0397 CL , 1
PL 0544 0512 PB 0520 0504 CL , 1
PL 0545 0480 PB 0523 0490 CL , 1
PL 0545 0491 PB 0528 0494 CL , 1
PL 0545 0502 PB 0536 0502 CL , 1
PL 0545 0512 PB 0553 0517 CL , 1
PL 0545 0518 PB 0530 0488 CL , 1
PL 0545 0534 PB 0551 0513 CL , 1
PL 0545 0554 PB 0543 0536 CL , 1
PL 0548 0533 PB 0537 0484 CL , 1
PL 0548 0533 PB 0543 0489 CL , 1
PL 0548 0533 PB 0582 0498 CL , 1
PL 0548 0533 PB 0598 0476 CL , 1
PL 0548 0533 PB 0604 0462 CL , 1
PL 0548 0533 PB 0608 0483 CL , 1
PL 0548 0535 PB 0575 0471 CL , 1
PL 0548 0535 PB 0578 0406 CL , 1
PL 0549 0529 PB 0552 0497 CL , 1
PL 0549 0529 PB 0615 0523 CL , 1
PL 0551 0526 PB 0631 0467 CL , 1
PL 0552 0522 PB 0608 0473 CL , 1
PL 0553 0500 PB 0548 0493 CL , 1
PL 0556 0515 PB 0553 0494 CL , 1
PL 0557 0512 PB 0610 0459 CL , 1
PL 0561 0491 PB 0544 0469 CL , 1
PL 0562 0503 PB 0588 0494 CL , 1
PL 0563 0499 PB 0654 0384 CL , 1
PL 0563 0500 PB 0588 0483 CL , 1
PL 0563 0500 PB 0620 0408 CL , 1
PL 0565 0487 PB 0530 0444 CL , 1
PL 0565 0502 PB 0560 0498 CL , 1
PL 0566 0493 PB 0599 0422 CL , 1
PL 0568 0489 PB 0649 0394 CL , 1
PL 0573 0479 PB 0573 0461 CL , 1
PL 0576 0479 PB 0543 0459 CL , 1
PL 0576 0491 PB 0571 0496 CL , 1
PL 0577 0522 PB 0561 0519 CL , 1
PL 0578 0470 PB 0553 0414 CL , 1
PL 0583 0491 PB 0587 0487 CL , 1
PL 0585 0481 PB 0558 0468 CL , 1
PL 0588 0448 PB 0665 0421 CL , 1
PL 0591 0469 PB 0608 0503 CL , 1
PL 0591 0488 PB 0562 0463 CL , 1
PL 0600 0448 PB 0628 0407 CL , 1
PL 0605 0448 PB 0640 0421 CL , 1
PL 315 627 PB 233 792 CL 281 , 1
Playa Esmeralda, 3
POL, 1
Pos:120,Tm:1351_AT,Cst:11,Gm:, 1
Pos:129,Tm:1233_AT,Cst:13,Gm:, 1
Pos:138,Tm:623_AT,Cst:30,Gm:C, 1
Pos:139,Tm:966_AT,Cst:30,Gm:C, 1
Pos:140,Tm:611_AT,Cst:11,Gm:B, 1
Pos:142,Tm:623_AT,Cst:0,Gm:C,, 1
Pos:142,Tm:819_AT,Cst:12,Gm:B, 1
Pos:146,Tm:623_AT,Cst:-10,Gm:, 1
Pos:147,Tm:584_AT,Cst:24,Gm:B, 1
Pos:147,Tm:739_AT,Cst:30,Gm:B, 1
Pos:148,Tm:584_AT,Cst:-3,Gm:C, 1
Pos:148,Tm:584_AT,Cst:30,Gm:B, 1
Pos:150,Tm:583_AT,Cst:22,Gm:B, 1
Pos:150,Tm:818_AT,Cst:5,Gm:B,, 1
Pos:151,Tm:1082_AT,Cst:27,Gm:, 1
Pos:151,Tm:584_NT,Cst:16,Gm:B, 1
Pos:152,Tm:1254_AT,Cst:14,Gm:, 1
Pos:152,Tm:1273_AT,Cst:5,Gm:B, 1
Pos:155,Tm:584_AT,Cst:6,Gm:B,, 1
Pos:164,Tm:902_AT,Cst:4,Gm:B,, 1
Pos:171,Tm:573_PT,Cst:6,Gm:B,, 1
Pos:177,Tm:1245_AT,Cst:30,Gm:, 1
Pos:180,Tm:1607_AT,Cst:10,Gm:, 1
Pos:194,Tm:1175_AT,Cst:-3300,, 1
Pos:194,Tm:1252_AT,Cst:-900,G, 1
Pos:203,Tm:1176_AT,Cst:6,Gm:B, 1
Pos:330,Tm:1135_AT,Cst:10,Gm:, 1
Pos:342,Tm:1274_AT,Cst:12,Gm:, 1
Potter Marsh-windy, autumn we, 1
PPPPPOONOOPQQQ, 1
PPPtrA, 73
PQOXWYYUQPJBA=, 1
pre fichaux_, 3
PROPERTY OF JOE PENNISTON, 1
Property of Joseph R. Ollero, 1
q, 48
Quinn Comendant www.strangeco, 150
QVTSTTUPPPRRSU, 2
qv{y~|urnjfdca, 1
R, 26
r    [SubSecTime, 1
R:  147 G:  255 B:  178 X:398, 1
R:  147 G:  255 B:  188 X:398, 1
R:  148 G:  255 B:  167 X:398, 1
R:  149 G:  255 B:  183 X:398, 1
R:  150 G:  255 B:  165 X:398, 1
R:  150 G:  255 B:  183 X:398, 1
R:  151 G:  255 B:  170 X:398, 1
R:  152 G:  255 B:  173 X:398, 1
R:  152 G:  255 B:  174 X:398, 1
R:  152 G:  255 B:  182 X:398, 1
R:  152 G:  255 B:  183 X:398, 3
R:  153 G:  255 B:  170 X:398, 1
R:  153 G:  255 B:  174 X:398, 1
R:  153 G:  255 B:  176 X:398, 2
R:  153 G:  255 B:  182 X:398, 2
R:  154 G:  255 B:  166 X:398, 1
R:  154 G:  255 B:  175 X:398, 1
R:  154 G:  255 B:  176 X:398, 1
R:  154 G:  255 B:  182 X:398, 1
R:  154 G:  255 B:  184 X:398, 1
R:  155 G:  255 B:  170 X:398, 1
R:  155 G:  255 B:  176 X:398, 1
R:  155 G:  255 B:  178 X:398, 1
R:  155 G:  255 B:  180 X:398, 1
R:  155 G:  255 B:  185 X:398, 1
R:  156 G:  255 B:  170 X:398, 1
R:  156 G:  255 B:  175 X:398, 1
R:  156 G:  255 B:  178 X:398, 2
R:  156 G:  255 B:  180 X:398, 1
R:  156 G:  255 B:  186 X:398, 1
R:  157 G:  255 B:  157 X:398, 1
R:  157 G:  255 B:  164 X:398, 1
R:  157 G:  255 B:  170 X:398, 1
R:  157 G:  255 B:  175 X:398, 1
R:  157 G:  255 B:  180 X:398, 2
R:  157 G:  255 B:  183 X:398, 1
R:  157 G:  255 B:  189 X:398, 1
R:  158 G:  255 B:  151 X:398, 1
R:  158 G:  255 B:  167 X:398, 1
R:  158 G:  255 B:  170 X:398, 1
R:  158 G:  255 B:  174 X:398, 1
R:  158 G:  255 B:  179 X:398, 1
R:  158 G:  255 B:  184 X:398, 1
R:  159 G:  255 B:  167 X:398, 1
R:  159 G:  255 B:  172 X:398, 1
R:  159 G:  255 B:  173 X:398, 1
R:  159 G:  255 B:  174 X:398, 2
R:  159 G:  255 B:  181 X:398, 1
R:  159 G:  255 B:  187 X:398, 3
R:  160 G:  255 B:  171 X:398, 1
R:  160 G:  255 B:  172 X:398, 1
R:  160 G:  255 B:  177 X:398, 1
R:  160 G:  255 B:  178 X:398, 1
R:  160 G:  255 B:  179 X:398, 1
R:  160 G:  255 B:  183 X:398, 1
R:  161 G:  255 B:  171 X:398, 1
R:  161 G:  255 B:  178 X:398, 1
R:  163 G:  255 B:  170 X:398, 2
R:  163 G:  255 B:  171 X:398, 1
R:  163 G:  255 B:  178 X:398, 2
R:  164 G:  255 B:  168 X:398, 1
R:  164 G:  255 B:  170 X:398, 1
R:  164 G:  255 B:  171 X:398, 1
R:  164 G:  255 B:  175 X:398, 2
R:  165 G:  255 B:  164 X:398, 1
R:  165 G:  255 B:  167 X:398, 1
R:  166 G:  255 B:  167 X:398, 5
R:  166 G:  255 B:  170 X:398, 1
R:  166 G:  255 B:  172 X:398, 1
R:  166 G:  255 B:  173 X:398, 2
R:  167 G:  255 B:  170 X:398, 1
R:  167 G:  255 B:  173 X:398, 1
R:  167 G:  255 B:  179 X:398, 1
R:  168 G:  255 B:  169 X:386, 1
R:  168 G:  255 B:  170 X:398, 3
R:  168 G:  255 B:  171 X:209, 1
R:  168 G:  255 B:  171 X:398, 11
R:  168 G:  255 B:  172 X:398, 5
R:  169 G:  255 B:  159 X:398, 1
R:  169 G:  255 B:  168 X:398, 1
R:  169 G:  255 B:  170 X:398, 2
R:  169 G:  255 B:  172 X:398, 1
R:  169 G:  255 B:  173 X:386, 1
R:  169 G:  255 B:  173 X:398, 1
R:  170 G:  255 B:  160 X:398, 1
R:  171 G:  255 B:  170 X:398, 1
R:  171 G:  255 B:  172 X:398, 1
R:  171 G:  255 B:  173 X:398, 1
R:  172 G:  255 B:  161 X:398, 1
R:  172 G:  255 B:  170 X:398, 1
R:  173 G:  255 B:  158 X:398, 1
R:  173 G:  255 B:  164 X:398, 1
R:  174 G:  255 B:  128 X:398, 1
R:  174 G:  255 B:  146 X:398, 1
R:  174 G:  255 B:  149 X:398, 1
R:  174 G:  255 B:  158 X:398, 1
R:  175 G:  255 B:  156 X:398, 1
R:  175 G:  255 B:  160 X:398, 1
R:  175 G:  255 B:  171 X:398, 1
R:  177 G:  255 B:  154 X:398, 1
R:  177 G:  255 B:  167 X:398, 1
R:  178 G:  255 B:  152 X:398, 1
R:  178 G:  255 B:  156 X:398, 1
R:  179 G:  255 B:  140 X:  3, 1
R:  179 G:  255 B:  150 X:398, 1
R:  179 G:  255 B:  154 X:398, 2
R:  179 G:  255 B:  155 X:398, 1
R:  179 G:  255 B:  164 X:398, 1
R:  180 G:  255 B:  165 X:398, 1
R:  181 G:  255 B:  152 X:398, 2
R:  181 G:  255 B:  163 X:398, 1
R:  182 G:  255 B:  150 X:398, 1
R:  182 G:  255 B:  151 X:398, 1
R:  183 G:  255 B:  148 X:398, 1
R:  183 G:  255 B:  150 X:398, 2
R:  183 G:  255 B:  157 X:398, 1
R:  183 G:  255 B:  163 X:398, 1
R:  184 G:  255 B:  147 X:398, 1
R:  184 G:  255 B:  149 X:398, 1
R:  184 G:  255 B:  165 X:398, 1
R:  186 G:  255 B:  143 X:398, 1
R:  186 G:  255 B:  148 X:398, 2
R:  188 G:  255 B:  146 X:398, 1
R:  188 G:  255 B:  149 X:398, 1
R:  188 G:  255 B:  150 X:398, 1
R:  189 G:  255 B:  141 X:398, 1
R:  191 G:  255 B:  143 X:398, 1
R:  192 G:  255 B:  155 X:398, 1
R:  193 G:  255 B:  145 X:398, 1
R:  199 G:  255 B:  138 X:398, 1
RAFA, 2
RAFT/PIC, 4
Rainbow Studios, 14
Rajujose Anthikad, 48
RAM, 1
ran, 54
RAY BAGABALDO, 2
RAYCOY DOOP, 1
RECREOAA RRRRR l, 9
Rex Chen, 91
RICAR, 1
Richard, 1
Richard Lazear    281-686-112, 2
Rino P., 1
rlspill@gmail.com 561 247 087, 4
rnnvssuxf>Vtz, 1
Robert Allred (281) 513-0011, 6
ROBERTSPHOTOWERKES, 86
ROBIN EDINGER PHOTOGRAPHY, 2
rock in pool off Ocean Drive , 1
Roland Koch, Kartbahn in Witt, 1
Roland Koch, Peter Tauber, An, 1
Rondinha News, 7
RORYCROCKER, 1
Rosas_Palmdale, 4
Ross Berteig, 2
Rouda, 1
S, 29
salva_moreira@telefonica.net , 2
Sam Agnew / Doha,Qatar / tel , 13
san-2002@hotmail, 2
san-2002@hotmail., 13
san-2002@hotmail.com, 6
san_2002@ymail.com, 14
SEANKETTLE/BSNOSEBLUNT, 5
SelfTimer Off, 15
Serie 1, 1
SEWARD, ALASKAA, 6
shakaxd@gmail.com, 2
Shawn Ramer (c) 2008, 1
Shovan sddddTheSCube.coAAAAm, 1
SIAD, 7
SkyWatcher BLACK DIAMOND ED80, 2
smajid@gmail.com, 235
SMILECAT, 1
Snake man - coconunt candy vi, 1
SnapImages.com Cam3 530-903-8, 5
SOFIA, 150
SOLO4069@YAHOO.CO.UK, 1
Sprint, 17
sstttqvxxtssss, 1
starman1969@live.co.uk, 9
stdivis2, 1
stephan@subnetwork.org, 121
STEPHEN HANAFIN   shanafin@gm, 1
Stephen Tipping, 165
Steve Hoodicoff, 1
STEVEMOSSFORDPHOTOS, 17
STEVEN MILLER, 1
stockwell74@gmail.com -(c)JSt, 2
Stupa 1 and 3, main entrance , 1
Sul_treno____________________, 1
Suzanne Yakubu, 3
Svein Gunnar Kjode+47 9758571, 1
Sven-Erik JANC, 326
t, 19
t5 17:17:25     [FlashPixVer, 1
tai@eastpole.ca, 1
taken by jay greenfield., 4
TANDA costa davorio, 10
Tcp~xiYLSTSYWU, 1
Techwin, 16
TEL AVIV, 4
TEST, 1
TG-TRAINS.COM, 1
thatlookslikeasalamandertome, 1
TheSCube.com, 103
Tino, 1
Todd Allen Moon   Marble Fall, 2
TOM, 1
TOM ALLEN 2010 ALL RIGHTS RES, 44
Tony Steele Photography, 28
TorreAA20056, 1
Towing another cruise boat - , 1
TRIPP WATSON, 1
Trouble2010@yahoo.com, 1
TUTA TE AMO!, 1
Twitter @xpressx  Flickr  xpr, 1
u, 26
Udokia`bcdcccf, 1
Unai eta Leire., 9
URL: http://www.paulsmits.com, 25
USA 08, 25
user comment, 720
User comments, 13350
US[`]cfhmuy||, 1
Utsav.verma@gmail.com, 6
UTTUTRSTUXUTTS, 1
v, 25
V-LENNON, 22
Val Verzasca, 1
Valhalla, 1
VENDEE2008, 1
VIA NIAGARA, 4
Vicente Ruiz MX flicker vicen, 3
Vieille     [FlashPixVersion, 1
VITORINO ARAUJO, 1
VIV1, 1
Vortrack (c), 15
vpkd]YXWTVZ_gl, 1
VUUUQPQQRQNORS, 1
vxbo`SGUMQXB5L, 1
W, 43
WASSERSCHLOSS MELLENTHINNAAA@, 1
wc[aYWWWPE, 2
wei    [FlashPixVersion, 1
weico@eicodesign.com, 4
Werner Schlagnitweit, 10
William Wang (650)305-0489, 1
Wirasandi         +6281619992, 1
WrldVoyagr, 28
WWW. LUIZCROSARA.COM, 1
www.flickr.com/photos/mohapj, 1
WWW.KIRAINET.COM, 1
www.McPHOTOz.com, 1
WWYXRSJHIHHHHK, 1
wZWfa_    [FlashPixVersion, 1
X, 22
x-andra photo www.ouden-sxoli, 1
xUVWmk_4]YSRT, 1
X[amnnolafkvwg, 1
y, 31
YAGO_VEITH, 2
yashica ml 70-210 f16, 1
yChu3ns photograph, 1
Yetto Miu, 4
Yu-Ching Wang19850604, 8
Z, 16
Zhiwei, 1
Zicht op de Eperweg t Harde r, 1
Zn5, 1
[, 36
[FlashPixVersion, 3533
[MakerNote, 9
[SubSecTime, 6
[WhiteBalance, 6
[XUYTRTXROTVWW, 2
]$$4>, 1
], 9
]f]mUOOMPF<DK>, 1
][ZX]_```fheh, 1
_, 8
_XwfnnT~iiYrvz, 1
`   x    [FlashPixVersion, 1
`, 14
`aTUTTTMOIFORQ, 1
`a_cf, 1
`bX?Rj]`]Q@, 1
{, 541
{?J    [FlashPixVersion, 1
{msource:{from:Gallery},effec, 4
{z|{~    [FlashPixVersion, 1
{}, 1
|, 6
}, 20
}jnosso}eajr, 1
~, 16
~    [FlashPixVersion, 1
, 11
